date,day,waitTime
6/23/2018,Saturday,150
6/23/2018,Saturday,155
6/23/2018,Saturday,155
6/23/2018,Saturday,155
6/23/2018,Saturday,155
6/23/2018,Saturday,150
6/23/2018,Saturday,150
6/23/2018,Saturday,150
6/23/2018,Saturday,150
6/23/2018,Saturday,150
6/23/2018,Saturday,135
6/23/2018,Saturday,135
6/23/2018,Saturday,135
6/23/2018,Saturday,135
6/23/2018,Saturday,135
6/23/2018,Saturday,125
6/23/2018,Saturday,125
6/23/2018,Saturday,125
6/23/2018,Saturday,125
6/23/2018,Saturday,125
6/23/2018,Saturday,125
6/23/2018,Saturday,140
6/23/2018,Saturday,140
6/23/2018,Saturday,140
6/23/2018,Saturday,140
6/23/2018,Saturday,140
6/23/2018,Saturday,140
6/23/2018,Saturday,140
6/23/2018,Saturday,140
6/23/2018,Saturday,140
6/23/2018,Saturday,140
6/23/2018,Saturday,140
6/23/2018,Saturday,140
6/23/2018,Saturday,140
6/23/2018,Saturday,120
6/23/2018,Saturday,120
6/23/2018,Saturday,120
6/23/2018,Saturday,120
6/23/2018,Saturday,120
6/23/2018,Saturday,120
6/23/2018,Saturday,120
6/23/2018,Saturday,120
6/23/2018,Saturday,120
6/23/2018,Saturday,120
6/23/2018,Saturday,120
6/23/2018,Saturday,120
6/23/2018,Saturday,120
6/23/2018,Saturday,120
6/23/2018,Saturday,120
6/23/2018,Saturday,140
6/23/2018,Saturday,140
6/23/2018,Saturday,140
6/23/2018,Saturday,140
6/23/2018,Saturday,140
6/23/2018,Saturday,140
6/23/2018,Saturday,130
6/23/2018,Saturday,130
6/23/2018,Saturday,130
6/23/2018,Saturday,130
6/23/2018,Saturday,120
6/23/2018,Saturday,120
6/23/2018,Saturday,120
6/23/2018,Saturday,120
6/23/2018,Saturday,105
6/23/2018,Saturday,90
6/23/2018,Saturday,90
6/23/2018,Saturday,90
6/23/2018,Saturday,90
6/23/2018,Saturday,90
6/23/2018,Saturday,90
6/23/2018,Saturday,90
6/23/2018,Saturday,90
6/23/2018,Saturday,90
6/23/2018,Saturday,105
6/23/2018,Saturday,105
6/23/2018,Saturday,105
6/23/2018,Saturday,105
6/23/2018,Saturday,105
6/23/2018,Saturday,120
6/23/2018,Saturday,120
6/23/2018,Saturday,120
6/23/2018,Saturday,120
6/24/2018,Sunday,60
6/24/2018,Sunday,60
6/24/2018,Sunday,60
6/24/2018,Sunday,60
6/24/2018,Sunday,60
6/24/2018,Sunday,80
6/24/2018,Sunday,80
6/24/2018,Sunday,80
6/24/2018,Sunday,80
6/24/2018,Sunday,80
6/24/2018,Sunday,80
6/24/2018,Sunday,80
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,150
6/24/2018,Sunday,150
6/24/2018,Sunday,150
6/24/2018,Sunday,150
6/24/2018,Sunday,150
6/24/2018,Sunday,150
6/24/2018,Sunday,150
6/24/2018,Sunday,150
6/24/2018,Sunday,150
6/24/2018,Sunday,150
6/24/2018,Sunday,150
6/24/2018,Sunday,150
6/24/2018,Sunday,150
6/24/2018,Sunday,150
6/24/2018,Sunday,145
6/24/2018,Sunday,145
6/24/2018,Sunday,145
6/24/2018,Sunday,140
6/24/2018,Sunday,140
6/24/2018,Sunday,140
6/24/2018,Sunday,140
6/24/2018,Sunday,140
6/24/2018,Sunday,135
6/24/2018,Sunday,135
6/24/2018,Sunday,135
6/24/2018,Sunday,135
6/24/2018,Sunday,135
6/24/2018,Sunday,135
6/24/2018,Sunday,135
6/24/2018,Sunday,135
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,110
6/24/2018,Sunday,110
6/24/2018,Sunday,110
6/24/2018,Sunday,115
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,105
6/24/2018,Sunday,105
6/24/2018,Sunday,105
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,135
6/24/2018,Sunday,135
6/24/2018,Sunday,135
6/24/2018,Sunday,135
6/24/2018,Sunday,135
6/24/2018,Sunday,125
6/24/2018,Sunday,125
6/24/2018,Sunday,125
6/24/2018,Sunday,140
6/24/2018,Sunday,140
6/24/2018,Sunday,140
6/24/2018,Sunday,140
6/24/2018,Sunday,140
6/24/2018,Sunday,140
6/24/2018,Sunday,140
6/24/2018,Sunday,140
6/24/2018,Sunday,140
6/24/2018,Sunday,140
6/24/2018,Sunday,140
6/24/2018,Sunday,140
6/24/2018,Sunday,140
6/24/2018,Sunday,140
6/24/2018,Sunday,140
6/24/2018,Sunday,140
6/24/2018,Sunday,120
6/24/2018,Sunday,120
6/24/2018,Sunday,105
6/24/2018,Sunday,105
6/24/2018,Sunday,105
6/24/2018,Sunday,105
6/24/2018,Sunday,110
6/24/2018,Sunday,110
6/24/2018,Sunday,105
6/24/2018,Sunday,95
6/24/2018,Sunday,95
6/24/2018,Sunday,95
6/24/2018,Sunday,95
6/24/2018,Sunday,95
6/24/2018,Sunday,95
6/24/2018,Sunday,95
6/24/2018,Sunday,95
6/24/2018,Sunday,95
6/24/2018,Sunday,85
6/24/2018,Sunday,85
6/24/2018,Sunday,80
6/24/2018,Sunday,80
6/24/2018,Sunday,80
6/24/2018,Sunday,80
6/24/2018,Sunday,85
6/24/2018,Sunday,85
6/24/2018,Sunday,85
6/24/2018,Sunday,85
6/24/2018,Sunday,85
6/24/2018,Sunday,80
6/24/2018,Sunday,80
6/24/2018,Sunday,80
6/24/2018,Sunday,80
6/24/2018,Sunday,75
6/24/2018,Sunday,70
6/25/2018,Monday,60
6/25/2018,Monday,60
6/25/2018,Monday,60
6/25/2018,Monday,60
6/25/2018,Monday,90
6/25/2018,Monday,105
6/25/2018,Monday,135
6/25/2018,Monday,150
6/25/2018,Monday,150
6/25/2018,Monday,165
6/25/2018,Monday,165
6/25/2018,Monday,180
6/25/2018,Monday,180
6/25/2018,Monday,180
6/25/2018,Monday,195
6/25/2018,Monday,210
6/25/2018,Monday,195
6/25/2018,Monday,180
6/25/2018,Monday,180
6/25/2018,Monday,180
6/25/2018,Monday,180
6/25/2018,Monday,165
6/25/2018,Monday,165
6/25/2018,Monday,165
6/25/2018,Monday,165
6/25/2018,Monday,165
6/25/2018,Monday,165
6/25/2018,Monday,165
6/25/2018,Monday,165
6/25/2018,Monday,165
6/25/2018,Monday,165
6/25/2018,Monday,165
6/25/2018,Monday,165
6/25/2018,Monday,165
6/25/2018,Monday,165
6/25/2018,Monday,165
6/25/2018,Monday,165
6/25/2018,Monday,165
6/25/2018,Monday,165
6/25/2018,Monday,165
6/25/2018,Monday,155
6/25/2018,Monday,140
6/25/2018,Monday,140
6/25/2018,Monday,140
6/25/2018,Monday,140
6/25/2018,Monday,130
6/25/2018,Monday,130
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,130
6/25/2018,Monday,130
6/25/2018,Monday,130
6/25/2018,Monday,130
6/25/2018,Monday,130
6/25/2018,Monday,130
6/25/2018,Monday,130
6/25/2018,Monday,130
6/25/2018,Monday,115
6/25/2018,Monday,95
6/25/2018,Monday,95
6/25/2018,Monday,95
6/25/2018,Monday,95
6/25/2018,Monday,95
6/25/2018,Monday,95
6/25/2018,Monday,110
6/25/2018,Monday,115
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,135
6/25/2018,Monday,135
6/25/2018,Monday,135
6/25/2018,Monday,150
6/25/2018,Monday,150
6/25/2018,Monday,150
6/25/2018,Monday,180
6/25/2018,Monday,180
6/25/2018,Monday,180
6/25/2018,Monday,180
6/25/2018,Monday,180
6/25/2018,Monday,180
6/25/2018,Monday,180
6/25/2018,Monday,180
6/25/2018,Monday,180
6/25/2018,Monday,180
6/25/2018,Monday,180
6/25/2018,Monday,90
6/25/2018,Monday,90
6/25/2018,Monday,75
6/25/2018,Monday,75
6/25/2018,Monday,75
6/25/2018,Monday,75
6/25/2018,Monday,75
6/25/2018,Monday,75
6/25/2018,Monday,75
6/25/2018,Monday,75
6/25/2018,Monday,75
6/25/2018,Monday,75
6/25/2018,Monday,75
6/25/2018,Monday,75
6/25/2018,Monday,75
6/25/2018,Monday,75
6/25/2018,Monday,75
6/25/2018,Monday,75
6/25/2018,Monday,90
6/25/2018,Monday,115
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,120
6/25/2018,Monday,105
6/25/2018,Monday,105
6/25/2018,Monday,105
6/25/2018,Monday,105
6/25/2018,Monday,105
6/25/2018,Monday,105
6/25/2018,Monday,120
6/26/2018,Tuesday,60
6/26/2018,Tuesday,60
6/26/2018,Tuesday,60
6/26/2018,Tuesday,60
6/26/2018,Tuesday,60
6/26/2018,Tuesday,60
6/26/2018,Tuesday,60
6/26/2018,Tuesday,75
6/26/2018,Tuesday,75
6/26/2018,Tuesday,75
6/26/2018,Tuesday,90
6/26/2018,Tuesday,120
6/26/2018,Tuesday,120
6/26/2018,Tuesday,120
6/26/2018,Tuesday,120
6/26/2018,Tuesday,120
6/26/2018,Tuesday,135
6/26/2018,Tuesday,135
6/26/2018,Tuesday,150
6/26/2018,Tuesday,150
6/26/2018,Tuesday,150
6/26/2018,Tuesday,150
6/26/2018,Tuesday,150
6/26/2018,Tuesday,150
6/26/2018,Tuesday,150
6/26/2018,Tuesday,190
6/26/2018,Tuesday,150
6/26/2018,Tuesday,135
6/26/2018,Tuesday,135
6/26/2018,Tuesday,135
6/26/2018,Tuesday,135
6/26/2018,Tuesday,135
6/26/2018,Tuesday,135
6/26/2018,Tuesday,135
6/26/2018,Tuesday,135
6/26/2018,Tuesday,150
6/26/2018,Tuesday,150
6/26/2018,Tuesday,150
6/26/2018,Tuesday,150
6/26/2018,Tuesday,150
6/26/2018,Tuesday,150
6/26/2018,Tuesday,150
6/26/2018,Tuesday,150
6/26/2018,Tuesday,150
6/26/2018,Tuesday,150
6/26/2018,Tuesday,150
6/26/2018,Tuesday,150
6/26/2018,Tuesday,120
6/26/2018,Tuesday,120
6/26/2018,Tuesday,120
6/26/2018,Tuesday,120
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,120
6/26/2018,Tuesday,120
6/26/2018,Tuesday,120
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,120
6/26/2018,Tuesday,120
6/26/2018,Tuesday,120
6/26/2018,Tuesday,120
6/26/2018,Tuesday,120
6/26/2018,Tuesday,120
6/26/2018,Tuesday,120
6/26/2018,Tuesday,135
6/26/2018,Tuesday,140
6/26/2018,Tuesday,140
6/26/2018,Tuesday,140
6/26/2018,Tuesday,140
6/26/2018,Tuesday,140
6/26/2018,Tuesday,140
6/26/2018,Tuesday,140
6/26/2018,Tuesday,140
6/26/2018,Tuesday,140
6/26/2018,Tuesday,130
6/26/2018,Tuesday,130
6/26/2018,Tuesday,130
6/26/2018,Tuesday,130
6/26/2018,Tuesday,130
6/26/2018,Tuesday,130
6/26/2018,Tuesday,140
6/26/2018,Tuesday,140
6/26/2018,Tuesday,140
6/26/2018,Tuesday,140
6/26/2018,Tuesday,140
6/26/2018,Tuesday,140
6/26/2018,Tuesday,140
6/26/2018,Tuesday,140
6/26/2018,Tuesday,140
6/26/2018,Tuesday,140
6/26/2018,Tuesday,140
6/26/2018,Tuesday,140
6/26/2018,Tuesday,140
6/26/2018,Tuesday,140
6/26/2018,Tuesday,120
6/26/2018,Tuesday,120
6/26/2018,Tuesday,120
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,90
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,105
6/26/2018,Tuesday,115
6/26/2018,Tuesday,115
6/26/2018,Tuesday,115
6/26/2018,Tuesday,115
6/26/2018,Tuesday,115
6/26/2018,Tuesday,115
6/26/2018,Tuesday,105
6/26/2018,Tuesday,95
6/26/2018,Tuesday,80
6/27/2018,Wednesday,60
6/27/2018,Wednesday,60
6/27/2018,Wednesday,60
6/27/2018,Wednesday,60
6/27/2018,Wednesday,60
6/27/2018,Wednesday,75
6/27/2018,Wednesday,75
6/27/2018,Wednesday,90
6/27/2018,Wednesday,90
6/27/2018,Wednesday,90
6/27/2018,Wednesday,90
6/27/2018,Wednesday,90
6/27/2018,Wednesday,120
6/27/2018,Wednesday,120
6/27/2018,Wednesday,120
6/27/2018,Wednesday,120
6/27/2018,Wednesday,120
6/27/2018,Wednesday,135
6/27/2018,Wednesday,150
6/27/2018,Wednesday,150
6/27/2018,Wednesday,150
6/27/2018,Wednesday,150
6/27/2018,Wednesday,150
6/27/2018,Wednesday,150
6/27/2018,Wednesday,150
6/27/2018,Wednesday,150
6/27/2018,Wednesday,150
6/27/2018,Wednesday,165
6/27/2018,Wednesday,165
6/27/2018,Wednesday,165
6/27/2018,Wednesday,165
6/27/2018,Wednesday,165
6/27/2018,Wednesday,165
6/27/2018,Wednesday,165
6/27/2018,Wednesday,165
6/27/2018,Wednesday,165
6/27/2018,Wednesday,165
6/27/2018,Wednesday,165
6/27/2018,Wednesday,165
6/27/2018,Wednesday,165
6/27/2018,Wednesday,165
6/27/2018,Wednesday,165
6/27/2018,Wednesday,150
6/27/2018,Wednesday,140
6/27/2018,Wednesday,140
6/27/2018,Wednesday,140
6/27/2018,Wednesday,130
6/27/2018,Wednesday,130
6/27/2018,Wednesday,130
6/27/2018,Wednesday,130
6/27/2018,Wednesday,130
6/27/2018,Wednesday,130
6/27/2018,Wednesday,130
6/27/2018,Wednesday,130
6/27/2018,Wednesday,130
6/27/2018,Wednesday,115
6/27/2018,Wednesday,115
6/27/2018,Wednesday,95
6/27/2018,Wednesday,95
6/27/2018,Wednesday,95
6/27/2018,Wednesday,95
6/27/2018,Wednesday,95
6/27/2018,Wednesday,120
6/27/2018,Wednesday,120
6/27/2018,Wednesday,120
6/27/2018,Wednesday,145
6/27/2018,Wednesday,145
6/27/2018,Wednesday,145
6/27/2018,Wednesday,145
6/27/2018,Wednesday,145
6/27/2018,Wednesday,145
6/27/2018,Wednesday,145
6/27/2018,Wednesday,145
6/27/2018,Wednesday,145
6/27/2018,Wednesday,150
6/27/2018,Wednesday,150
6/27/2018,Wednesday,150
6/27/2018,Wednesday,150
6/27/2018,Wednesday,145
6/27/2018,Wednesday,140
6/27/2018,Wednesday,140
6/27/2018,Wednesday,135
6/27/2018,Wednesday,135
6/27/2018,Wednesday,135
6/27/2018,Wednesday,135
6/27/2018,Wednesday,120
6/27/2018,Wednesday,110
6/27/2018,Wednesday,110
6/27/2018,Wednesday,110
6/27/2018,Wednesday,110
6/27/2018,Wednesday,110
6/27/2018,Wednesday,110
6/27/2018,Wednesday,110
6/27/2018,Wednesday,110
6/27/2018,Wednesday,110
6/27/2018,Wednesday,110
6/27/2018,Wednesday,110
6/27/2018,Wednesday,110
6/27/2018,Wednesday,120
6/27/2018,Wednesday,120
6/27/2018,Wednesday,120
6/27/2018,Wednesday,105
6/27/2018,Wednesday,105
6/27/2018,Wednesday,95
6/27/2018,Wednesday,95
6/27/2018,Wednesday,95
6/27/2018,Wednesday,115
6/27/2018,Wednesday,115
6/27/2018,Wednesday,120
6/27/2018,Wednesday,120
6/27/2018,Wednesday,110
6/27/2018,Wednesday,105
6/27/2018,Wednesday,105
6/27/2018,Wednesday,105
6/27/2018,Wednesday,105
6/27/2018,Wednesday,105
6/27/2018,Wednesday,105
6/27/2018,Wednesday,105
6/27/2018,Wednesday,90
6/27/2018,Wednesday,90
6/27/2018,Wednesday,90
6/27/2018,Wednesday,90
6/27/2018,Wednesday,90
6/27/2018,Wednesday,90
6/27/2018,Wednesday,95
6/27/2018,Wednesday,95
6/27/2018,Wednesday,95
6/27/2018,Wednesday,95
6/27/2018,Wednesday,95
6/27/2018,Wednesday,90
6/27/2018,Wednesday,90
6/27/2018,Wednesday,90
6/27/2018,Wednesday,90
6/27/2018,Wednesday,90
6/27/2018,Wednesday,90
6/27/2018,Wednesday,90
6/27/2018,Wednesday,90
6/27/2018,Wednesday,90
6/27/2018,Wednesday,90
6/27/2018,Wednesday,80
6/28/2018,Thursday,60
6/28/2018,Thursday,60
6/28/2018,Thursday,60
6/28/2018,Thursday,75
6/28/2018,Thursday,75
6/28/2018,Thursday,75
6/28/2018,Thursday,75
6/28/2018,Thursday,90
6/28/2018,Thursday,105
6/28/2018,Thursday,120
6/28/2018,Thursday,135
6/28/2018,Thursday,135
6/28/2018,Thursday,150
6/28/2018,Thursday,150
6/28/2018,Thursday,150
6/28/2018,Thursday,150
6/28/2018,Thursday,150
6/28/2018,Thursday,150
6/28/2018,Thursday,150
6/28/2018,Thursday,150
6/28/2018,Thursday,150
6/28/2018,Thursday,150
6/28/2018,Thursday,150
6/28/2018,Thursday,150
6/28/2018,Thursday,150
6/28/2018,Thursday,150
6/28/2018,Thursday,140
6/28/2018,Thursday,140
6/28/2018,Thursday,140
6/28/2018,Thursday,140
6/28/2018,Thursday,140
6/28/2018,Thursday,140
6/28/2018,Thursday,140
6/28/2018,Thursday,140
6/28/2018,Thursday,140
6/28/2018,Thursday,140
6/28/2018,Thursday,140
6/28/2018,Thursday,140
6/28/2018,Thursday,140
6/28/2018,Thursday,140
6/28/2018,Thursday,140
6/28/2018,Thursday,160
6/28/2018,Thursday,180
6/28/2018,Thursday,50
6/28/2018,Thursday,140
6/28/2018,Thursday,180
6/28/2018,Thursday,180
6/28/2018,Thursday,180
6/28/2018,Thursday,180
6/28/2018,Thursday,180
6/28/2018,Thursday,180
6/28/2018,Thursday,180
6/28/2018,Thursday,180
6/28/2018,Thursday,180
6/28/2018,Thursday,180
6/28/2018,Thursday,180
6/28/2018,Thursday,180
6/28/2018,Thursday,180
6/28/2018,Thursday,180
6/28/2018,Thursday,180
6/28/2018,Thursday,180
6/28/2018,Thursday,210
6/28/2018,Thursday,210
6/28/2018,Thursday,210
6/28/2018,Thursday,210
6/28/2018,Thursday,210
6/28/2018,Thursday,210
6/28/2018,Thursday,210
6/28/2018,Thursday,210
6/28/2018,Thursday,210
6/28/2018,Thursday,210
6/28/2018,Thursday,230
6/28/2018,Thursday,230
6/28/2018,Thursday,230
6/28/2018,Thursday,230
6/28/2018,Thursday,245
6/28/2018,Thursday,245
6/28/2018,Thursday,245
6/28/2018,Thursday,220
6/28/2018,Thursday,220
6/28/2018,Thursday,220
6/28/2018,Thursday,220
6/28/2018,Thursday,220
6/28/2018,Thursday,220
6/28/2018,Thursday,220
6/28/2018,Thursday,200
6/28/2018,Thursday,200
6/28/2018,Thursday,180
6/28/2018,Thursday,160
6/28/2018,Thursday,160
6/28/2018,Thursday,120
6/28/2018,Thursday,120
6/28/2018,Thursday,120
6/28/2018,Thursday,90
6/28/2018,Thursday,90
6/28/2018,Thursday,90
6/28/2018,Thursday,90
6/28/2018,Thursday,90
6/28/2018,Thursday,90
6/28/2018,Thursday,90
6/28/2018,Thursday,90
6/28/2018,Thursday,110
6/28/2018,Thursday,130
6/28/2018,Thursday,130
6/28/2018,Thursday,130
6/28/2018,Thursday,130
6/28/2018,Thursday,130
6/28/2018,Thursday,130
6/28/2018,Thursday,130
6/28/2018,Thursday,130
6/28/2018,Thursday,130
6/28/2018,Thursday,130
6/28/2018,Thursday,130
6/28/2018,Thursday,130
6/28/2018,Thursday,130
6/28/2018,Thursday,130
6/28/2018,Thursday,130
6/28/2018,Thursday,130
6/28/2018,Thursday,130
6/28/2018,Thursday,130
6/28/2018,Thursday,130
6/28/2018,Thursday,160
6/28/2018,Thursday,160
6/28/2018,Thursday,160
6/28/2018,Thursday,160
6/28/2018,Thursday,160
6/28/2018,Thursday,160
6/28/2018,Thursday,160
6/28/2018,Thursday,160
6/28/2018,Thursday,160
6/28/2018,Thursday,160
6/28/2018,Thursday,160
6/28/2018,Thursday,160
6/28/2018,Thursday,160
6/28/2018,Thursday,160
6/28/2018,Thursday,160
6/28/2018,Thursday,160
6/28/2018,Thursday,190
6/29/2018,Friday,30
6/29/2018,Friday,45
6/29/2018,Friday,45
6/29/2018,Friday,60
6/29/2018,Friday,60
6/29/2018,Friday,75
6/29/2018,Friday,110
6/29/2018,Friday,110
6/29/2018,Friday,105
6/29/2018,Friday,110
6/29/2018,Friday,135
6/29/2018,Friday,135
6/29/2018,Friday,135
6/29/2018,Friday,135
6/29/2018,Friday,150
6/29/2018,Friday,165
6/29/2018,Friday,165
6/29/2018,Friday,165
6/29/2018,Friday,195
6/29/2018,Friday,210
6/29/2018,Friday,210
6/29/2018,Friday,210
6/29/2018,Friday,210
6/29/2018,Friday,210
6/29/2018,Friday,210
6/29/2018,Friday,210
6/29/2018,Friday,210
6/29/2018,Friday,210
6/29/2018,Friday,210
6/29/2018,Friday,195
6/29/2018,Friday,195
6/29/2018,Friday,180
6/29/2018,Friday,180
6/29/2018,Friday,180
6/29/2018,Friday,180
6/29/2018,Friday,180
6/29/2018,Friday,180
6/29/2018,Friday,165
6/29/2018,Friday,165
6/29/2018,Friday,165
6/29/2018,Friday,165
6/29/2018,Friday,165
6/29/2018,Friday,165
6/29/2018,Friday,165
6/29/2018,Friday,165
6/29/2018,Friday,165
6/29/2018,Friday,165
6/29/2018,Friday,150
6/29/2018,Friday,150
6/29/2018,Friday,150
6/29/2018,Friday,150
6/29/2018,Friday,150
6/29/2018,Friday,140
6/29/2018,Friday,130
6/29/2018,Friday,130
6/29/2018,Friday,130
6/29/2018,Friday,110
6/29/2018,Friday,110
6/29/2018,Friday,95
6/29/2018,Friday,95
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,130
6/29/2018,Friday,130
6/29/2018,Friday,140
6/29/2018,Friday,140
6/29/2018,Friday,150
6/29/2018,Friday,170
6/29/2018,Friday,90
6/29/2018,Friday,170
6/29/2018,Friday,170
6/29/2018,Friday,170
6/29/2018,Friday,170
6/29/2018,Friday,170
6/29/2018,Friday,170
6/29/2018,Friday,160
6/29/2018,Friday,160
6/29/2018,Friday,160
6/29/2018,Friday,160
6/29/2018,Friday,160
6/29/2018,Friday,160
6/29/2018,Friday,150
6/29/2018,Friday,150
6/29/2018,Friday,150
6/29/2018,Friday,140
6/29/2018,Friday,140
6/29/2018,Friday,140
6/29/2018,Friday,140
6/29/2018,Friday,140
6/29/2018,Friday,140
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,120
6/29/2018,Friday,110
6/29/2018,Friday,110
6/29/2018,Friday,105
6/29/2018,Friday,105
6/29/2018,Friday,105
6/29/2018,Friday,110
6/29/2018,Friday,110
6/29/2018,Friday,110
6/29/2018,Friday,110
6/29/2018,Friday,110
6/29/2018,Friday,110
6/29/2018,Friday,110
6/29/2018,Friday,110
6/29/2018,Friday,110
6/29/2018,Friday,110
6/29/2018,Friday,110
6/29/2018,Friday,110
6/29/2018,Friday,110
6/29/2018,Friday,110
6/29/2018,Friday,110
6/29/2018,Friday,110
6/29/2018,Friday,110
6/29/2018,Friday,120
6/30/2018,Saturday,60
6/30/2018,Saturday,60
6/30/2018,Saturday,60
6/30/2018,Saturday,60
6/30/2018,Saturday,90
6/30/2018,Saturday,90
6/30/2018,Saturday,90
6/30/2018,Saturday,90
6/30/2018,Saturday,120
6/30/2018,Saturday,120
6/30/2018,Saturday,120
6/30/2018,Saturday,120
6/30/2018,Saturday,120
6/30/2018,Saturday,150
6/30/2018,Saturday,150
6/30/2018,Saturday,150
6/30/2018,Saturday,150
6/30/2018,Saturday,165
6/30/2018,Saturday,165
6/30/2018,Saturday,180
6/30/2018,Saturday,180
6/30/2018,Saturday,180
6/30/2018,Saturday,180
6/30/2018,Saturday,180
6/30/2018,Saturday,180
6/30/2018,Saturday,180
6/30/2018,Saturday,180
6/30/2018,Saturday,180
6/30/2018,Saturday,180
6/30/2018,Saturday,180
6/30/2018,Saturday,180
6/30/2018,Saturday,180
6/30/2018,Saturday,150
6/30/2018,Saturday,150
6/30/2018,Saturday,150
6/30/2018,Saturday,150
6/30/2018,Saturday,150
6/30/2018,Saturday,150
6/30/2018,Saturday,150
6/30/2018,Saturday,150
6/30/2018,Saturday,150
6/30/2018,Saturday,150
6/30/2018,Saturday,150
6/30/2018,Saturday,140
6/30/2018,Saturday,140
6/30/2018,Saturday,140
6/30/2018,Saturday,160
6/30/2018,Saturday,160
6/30/2018,Saturday,160
6/30/2018,Saturday,180
6/30/2018,Saturday,180
6/30/2018,Saturday,195
6/30/2018,Saturday,180
6/30/2018,Saturday,195
6/30/2018,Saturday,170
6/30/2018,Saturday,150
6/30/2018,Saturday,120
6/30/2018,Saturday,120
6/30/2018,Saturday,120
6/30/2018,Saturday,120
6/30/2018,Saturday,120
6/30/2018,Saturday,120
6/30/2018,Saturday,120
6/30/2018,Saturday,120
6/30/2018,Saturday,120
6/30/2018,Saturday,120
6/30/2018,Saturday,120
6/30/2018,Saturday,120
6/30/2018,Saturday,120
6/30/2018,Saturday,120
6/30/2018,Saturday,120
6/30/2018,Saturday,120
6/30/2018,Saturday,135
6/30/2018,Saturday,135
6/30/2018,Saturday,135
6/30/2018,Saturday,135
6/30/2018,Saturday,135
6/30/2018,Saturday,135
6/30/2018,Saturday,135
6/30/2018,Saturday,135
6/30/2018,Saturday,135
6/30/2018,Saturday,135
6/30/2018,Saturday,135
6/30/2018,Saturday,135
6/30/2018,Saturday,135
6/30/2018,Saturday,135
6/30/2018,Saturday,135
6/30/2018,Saturday,135
6/30/2018,Saturday,135
6/30/2018,Saturday,135
